"entity_id"	"tweet_id"	"topic"
"RL2013D01E016"	"220842378171396097"	"Contests"
"RL2013D01E016"	"220858782081753088"	"Sales increase"
"RL2013D01E016"	"220880705721344002"	"Sales increase"
"RL2013D01E016"	"220910053228679169"	"Chrysler 300"
"RL2013D01E016"	"220910514627280896"	"Obama"
"RL2013D01E016"	"220915895931899905"	"For sale"
"RL2013D01E016"	"220923621802131457"	"Investments"
"RL2013D01E016"	"220924255179767808"	"Complaints"
"RL2013D01E016"	"220933264519610368"	"Workers"
"RL2013D01E016"	"220962242953359360"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"220987433951576064"	"For sale"
"RL2013D01E016"	"220988033317609472"	"Investments"
"RL2013D01E016"	"221038373794611201"	"Car shows"
"RL2013D01E016"	"221056958743060481"	"Chrysler 300"
"RL2013D01E016"	"221087908516466688"	"Funny comments"
"RL2013D01E016"	"221088223089274881"	"Accidents"
"RL2013D01E016"	"221131009171800064"	"Good opinions"
"RL2013D01E016"	"221223678124371968"	"Funny comments"
"RL2013D01E016"	"221239817831325697"	"Car shows"
"RL2013D01E016"	"221265801519443968"	"Investigations"
"RL2013D01E016"	"221281072980307968"	"Investments"
"RL2013D01E016"	"221282872332517377"	"Jeep Liverty recalls"
"RL2013D01E016"	"221344079835955202"	"Car shows"
"RL2013D01E016"	"221379198734962688"	"Possible customers"
"RL2013D01E016"	"221404951765716992"	"Project X"
"RL2013D01E016"	"221425822614028288"	"Chrysler 300"
"RL2013D01E016"	"221433636602384385"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"221488921727602688"	"Investments"
"RL2013D01E016"	"221517979869913088"	"Car shows"
"RL2013D01E016"	"221583029318066178"	"Sponsor"
"RL2013D01E016"	"221596887285895169"	"Distinctiveness"
"RL2013D01E016"	"221626541036146689"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"221703275819438082"	"Photos"
"RL2013D01E016"	"221796175815262209"	"Dealers"
"RL2013D01E016"	"221967273722785792"	"Contests"
"RL2013D01E016"	"221970511717089284"	"Investments"
"RL2013D01E016"	"221986945000153088"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"221989547368656896"	"Customer service"
"RL2013D01E016"	"222034437116919808"	"Complaints"
"RL2013D01E016"	"222135435936284673"	"For sale"
"RL2013D01E016"	"222219909223030784"	"Complaints"
"RL2013D01E016"	"222239123325452288"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"222324741636235264"	"Venues"
"RL2013D01E016"	"222326817837694976"	"Investments"
"RL2013D01E016"	"222336867377479680"	"Investigations"
"RL2013D01E016"	"222355204866195456"	"Chrysler 200"
"RL2013D01E016"	"222370270835523586"	"For sale"
"RL2013D01E016"	"222376331600592896"	"North American Production"
"RL2013D01E016"	"222391057780973569"	"Customer service"
"RL2013D01E016"	"222436339499536384"	"Museum Foundation"
"RL2013D01E016"	"222834718704545793"	"Good opinions"
"RL2013D01E016"	"222853941174616064"	"For sale"
"RL2013D01E016"	"222869992801177600"	"Chrysler 300"
"RL2013D01E016"	"222873388455165953"	"Chrysler 300"
"RL2013D01E016"	"222903656268312576"	"Hiring"
"RL2013D01E016"	"223017904914964482"	"Repair centers"
"RL2013D01E016"	"223114231283851264"	"Videos from customers"
"RL2013D01E016"	"223115867074990082"	"Funny comments"
"RL2013D01E016"	"223132170322055168"	"Car shows"
"RL2013D01E016"	"223158602846842882"	"Automotive shops"
"RL2013D01E016"	"223174339858677761"	"Crossfire"
"RL2013D01E016"	"223177242333818880"	"other topics"
"RL2013D01E016"	"223206552142741506"	"Funny comments"
"RL2013D01E016"	"223218031931822080"	"other topics"
"RL2013D01E016"	"223223618757337090"	"For sale"
"RL2013D01E016"	"223231856378785792"	"Complaints"
"RL2013D01E016"	"223233634742706178"	"Buildings"
"RL2013D01E016"	"223269319868559362"	"Funny comments"
"RL2013D01E016"	"223270452347408385"	"Reviews"
"RL2013D01E016"	"223281533719560193"	"Complaints"
"RL2013D01E016"	"223311229358313474"	"For sale"
"RL2013D01E016"	"223370775908978688"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"223390975681232897"	"Investments"
"RL2013D01E016"	"223393852977975296"	"For sale"
"RL2013D01E016"	"223395971088920576"	"Investments"
"RL2013D01E016"	"223406482002153472"	"For sale"
"RL2013D01E016"	"223407824196210688"	"For sale"
"RL2013D01E016"	"223412769263861766"	"Buildings"
"RL2013D01E016"	"223428242051305472"	"Workers"
"RL2013D01E016"	"223442934727581698"	"other topics"
"RL2013D01E016"	"223457598010163201"	"Accidents"
"RL2013D01E016"	"223463952389111808"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"223466914255609856"	"Customer service"
"RL2013D01E016"	"223476354937667586"	"Hiring"
"RL2013D01E016"	"223485506900606979"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"223487344320331777"	"Sponsor"
"RL2013D01E016"	"223494843408711680"	"Executive"
"RL2013D01E016"	"223531476468244482"	"Photos"
"RL2013D01E016"	"223547112837758976"	"Chrysler 300"
"RL2013D01E016"	"223549256122892289"	"Chrysler 300"
"RL2013D01E016"	"223586082099437568"	"Buildings"
"RL2013D01E016"	"223598337864110081"	"other topics"
"RL2013D01E016"	"223639530140467201"	"Hiring"
"RL2013D01E016"	"223643435016527874"	"Hiring"
"RL2013D01E016"	"223649038623449088"	"For sale"
"RL2013D01E016"	"223700980863205377"	"For sale"
"RL2013D01E016"	"223710829105778688"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"223752426690314240"	"Photos"
"RL2013D01E016"	"223758849671311361"	"Chrysler 300"
"RL2013D01E016"	"223795745713684480"	"Customer service"
"RL2013D01E016"	"223808438956851200"	"Good opinions"
"RL2013D01E016"	"223815841878253571"	"Crossfire"
"RL2013D01E016"	"223834867241189376"	"Good opinions"
"RL2013D01E016"	"223836805026414592"	"For sale"
"RL2013D01E016"	"223869549940977664"	"Funny comments"
"RL2013D01E016"	"223874616668594177"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"223875916907020288"	"Auto news"
"RL2013D01E016"	"223952941126651905"	"Photos"
"RL2013D01E016"	"223971257627066373"	"other topics"
"RL2013D01E016"	"223985204224733184"	"other topics"
"RL2013D01E016"	"224003872534962177"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"224005512520417280"	"For sale"
"RL2013D01E016"	"224121191416336384"	"Possible customers"
"RL2013D01E016"	"224165646857015297"	"Videos from customers"
"RL2013D01E016"	"224200862208229377"	"Good opinions"
"RL2013D01E016"	"224201747235737600"	"other topics"
"RL2013D01E016"	"224215902999162880"	"other topics"
"RL2013D01E016"	"224248857641492480"	"Automotive shops"
"RL2013D01E016"	"224251332272463874"	"Chrysler 300"
"RL2013D01E016"	"224252544426323969"	"Reviews"
"RL2013D01E016"	"224263386693779457"	"Videos from customers"
"RL2013D01E016"	"224325504348598272"	"Obama"
"RL2013D01E016"	"224340410930176001"	"Jeep Liverty recalls"
"RL2013D01E016"	"224341593702932481"	"other topics"
"RL2013D01E016"	"224346719134023682"	"Chrysler 300"
"RL2013D01E016"	"224386024078446592"	"other topics"
"RL2013D01E016"	"224386619552174081"	"Chrysler 300"
"RL2013D01E016"	"224428352872779777"	"Hiring"
"RL2013D01E016"	"224524012359925760"	"Comparisons"
"RL2013D01E016"	"224599614714687490"	"For sale"
"RL2013D01E016"	"224634075095371777"	"For sale"
"RL2013D01E016"	"224777532887666690"	"Automotive shops"
"RL2013D01E016"	"224843767486746625"	"Good opinions"
"RL2013D01E016"	"224857878975094784"	"Buildings"
"RL2013D01E016"	"224913101185753088"	"Complaints"
"RL2013D01E016"	"224928091615666177"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"224930984414560256"	"Bailouts"
"RL2013D01E016"	"224967220281868289"	"Possible customers"
"RL2013D01E016"	"224973637566992386"	"For sale"
"RL2013D01E016"	"225188398527299585"	"For sale"
"RL2013D01E016"	"225243395147304960"	"Walter P.  quotations"
"RL2013D01E016"	"225255612219527168"	"Investments"
"RL2013D01E016"	"225296074707968000"	"Investments"
"RL2013D01E016"	"225299178488741888"	"For sale"
"RL2013D01E016"	"225332820988530689"	"Dealers"
"RL2013D01E016"	"225361833006088193"	"Bailouts"
"RL2013D01E016"	"225577298559111168"	"Automotive shops"
"RL2013D01E016"	"225581002158903296"	"Customer service"
"RL2013D01E016"	"225597095699169280"	"Good opinions"
"RL2013D01E016"	"225602695107592192"	"Venues"
"RL2013D01E016"	"225630675309559808"	"Buildings"
"RL2013D01E016"	"225643174314524672"	"Good opinions"
"RL2013D01E016"	"225645739223678977"	"Buildings"
"RL2013D01E016"	"225652112380538881"	"Contests"
"RL2013D01E016"	"225673937642721282"	"Buildings"
"RL2013D01E016"	"225676846187044864"	"Drag racers"
"RL2013D01E016"	"225694655189225472"	"Obama"
"RL2013D01E016"	"225696823556313088"	"Chrysler 300"
"RL2013D01E016"	"225699868730073088"	"For sale"
"RL2013D01E016"	"225728876540751872"	"Venues"
"RL2013D01E016"	"225779359175282688"	"Commercials"
"RL2013D01E016"	"225786489508876288"	"Charity"
"RL2013D01E016"	"225824947069661185"	"Drag racers"
"RL2013D01E016"	"225868676883152896"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"225900310298783744"	"Buildings"
"RL2013D01E016"	"225940021969055744"	"Possible customers"
"RL2013D01E016"	"225950562284343298"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"225958304973737984"	"Photos"
"RL2013D01E016"	"225978596982919168"	"For sale"
"RL2013D01E016"	"226011144815517696"	"other topics"
"RL2013D01E016"	"226016031179694080"	"Commercials"
"RL2013D01E016"	"226021114680315904"	"Customer service"
"RL2013D01E016"	"226046230172684288"	"Business in Mexico"
"RL2013D01E016"	"226049510097424384"	"Complaints"
"RL2013D01E016"	"226054069314265088"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"226067151361019904"	"Commercials"
"RL2013D01E016"	"226068299916664834"	"Stolen cars"
"RL2013D01E016"	"226069693105049601"	"Pinterest"
"RL2013D01E016"	"226090496840310785"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"226126999884800003"	"For sale"
"RL2013D01E016"	"226289986306183168"	"other topics"
"RL2013D01E016"	"226330704647188480"	"Commercials"
"RL2013D01E016"	"226331681882271745"	"Investments"
"RL2013D01E016"	"226343983809445889"	"other topics"
"RL2013D01E016"	"226351890076688384"	"Funny comments"
"RL2013D01E016"	"226354603766210560"	"For sale"
"RL2013D01E016"	"226357535609864192"	"For sale"
"RL2013D01E016"	"226366943433736192"	"Good opinions"
"RL2013D01E016"	"226370684731924480"	"Testimonials"
"RL2013D01E016"	"226386333692739584"	"Drag racers"
"RL2013D01E016"	"226406063698755584"	"Buildings"
"RL2013D01E016"	"226412443218345984"	"Investments"
"RL2013D01E016"	"226436984091066369"	"Photos"
"RL2013D01E016"	"226483324422606848"	"Funny comments"
"RL2013D01E016"	"226531062354952192"	"Chrysler 300"
"RL2013D01E016"	"226558841200967680"	"Funny comments"
"RL2013D01E016"	"226606245652619264"	"For sale"
"RL2013D01E016"	"226625874580078594"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"226651694732288000"	"Photos"
"RL2013D01E016"	"226660490175205377"	"Hiring"
"RL2013D01E016"	"226684267676192768"	"Forum"
"RL2013D01E016"	"226691590943543296"	"Reviews"
"RL2013D01E016"	"226704853303431169"	"For sale"
"RL2013D01E016"	"226776450106277888"	"other topics"
"RL2013D01E016"	"226790400336228352"	"Buildings"
"RL2013D01E016"	"226821501108776960"	"Distinctiveness"
"RL2013D01E016"	"226823208207261697"	"Chrysler Town and Country "
"RL2013D01E016"	"226855231718309889"	"Car shows"
"RL2013D01E016"	"226856712282468352"	"For sale"
"RL2013D01E016"	"226888052117757952"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"226889817936498688"	"Sales increase"
"RL2013D01E016"	"226965751616131072"	"other topics"
"RL2013D01E016"	"227007677891477504"	"Commercials"
"RL2013D01E016"	"227165562936102912"	"General questions"
"RL2013D01E016"	"227175814934958082"	"Photos"
"RL2013D01E016"	"227185499599671296"	"Obama"
"RL2013D01E016"	"227193770737823745"	"Chrysler 300"
"RL2013D01E016"	"227249896825167872"	"other topics"
"RL2013D01E016"	"227262811389165568"	"other topics"
"RL2013D01E016"	"227374037750382592"	"Repair information"
"RL2013D01E016"	"208898061508943872"	"Sales increase"
"RL2013D01E016"	"208898061513138176"	"Sales increase"
"RL2013D01E016"	"215885423862493185"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"211396969111879680"	"Traffic"
"RL2013D01E016"	"217163231163203584"	"Traffic"
"RL2013D01E016"	"217520833311154176"	"Traffic"
"RL2013D01E016"	"222373005521727489"	"Traffic"
"RL2013D01E016"	"223272062972723200"	"Traffic"
"RL2013D01E016"	"224832235004641282"	"Traffic"
"RL2013D01E016"	"210491169896005632"	"Hiring"
"RL2013D01E016"	"221257761059643392"	"For sale"
"RL2013D01E016"	"215448747365253120"	"Commercials"
"RL2013D01E016"	"218060552176541696"	"Car parts,accessories and merchandising"
"RL2013D01E016"	"221381023240425475"	"For sale"
"RL2013D01E016"	"225728847163842560"	"For sale"
"RL2013D01E016"	"220559287796240385"	"Complaints"
"RL2013D01E016"	"223783113745117184"	"Complaints"
"RL2013D01E016"	"221965470163681283"	"For sale"
"RL2013D01E016"	"220248104006459392"	"Sales increase"
"RL2013D01E019"	"208323647390232576"	"Cars related to lesbians"
"RL2013D01E019"	"208335152382885889"	"Pictures posted in social networks"
"RL2013D01E019"	"208335276291010563"	"Ask Subaru for helping dogs"
"RL2013D01E019"	"208700690162401280"	"Buying/Selling"
"RL2013D01E019"	"208703131247321088"	"Buying/Selling"
"RL2013D01E019"	"208705538769424384"	"Spam"
"RL2013D01E019"	"208708265704570881"	"Partnership Subaru-Puma"
"RL2013D01E019"	"208740129181941760"	"other topics"
"RL2013D01E019"	"208755312583376896"	"Growth in sales"
"RL2013D01E019"	"208772224012918784"	"other topics"
"RL2013D01E019"	"209001404956819457"	"other topics"
"RL2013D01E019"	"209014302466768896"	"other topics"
"RL2013D01E019"	"209035097800835072"	"Forums about Subaru"
"RL2013D01E019"	"209053770859020291"	"Love his/her car"
"RL2013D01E019"	"209068698386964480"	"other topics"
"RL2013D01E019"	"209074394251800576"	"Car accident"
"RL2013D01E019"	"209299137630441474"	"Best driving car today"
"RL2013D01E019"	"209329651196239873"	"Cars related to lesbians"
"RL2013D01E019"	"209422261428568065"	"Questions about how to repair/change items in a car"
"RL2013D01E019"	"209477953388683264"	"other topics"
"RL2013D01E019"	"209517136597630977"	"Advertisement"
"RL2013D01E019"	"209600204800921600"	"Sales of complements"
"RL2013D01E019"	"209672505852575744"	"Subaru participation in races"
"RL2013D01E019"	"209675844854091777"	"Comparison with a different brand"
"RL2013D01E019"	"209690105517047808"	"Positive comments on a Subaru car"
"RL2013D01E019"	"209728072319115264"	"Tools/complements for cars"
"RL2013D01E019"	"209751992472576000"	"other topics"
"RL2013D01E019"	"209797951445409793"	"other topics"
"RL2013D01E019"	"209804299600007169"	"Buying/Selling"
"RL2013D01E019"	"209806346420363265"	"Subaru in videogames"
"RL2013D01E019"	"209808707817705474"	"Help the environment"
"RL2013D01E019"	"209840068624523264"	"Review of a product"
"RL2013D01E019"	"209854320890490881"	"Tools/complements for cars"
"RL2013D01E019"	"209878941450764290"	"other topics"
"RL2013D01E019"	"209884721189105665"	"Sales of complements"
"RL2013D01E019"	"209996537172992002"	"Review of a product"
"RL2013D01E019"	"210035296727875585"	"Review of a product"
"RL2013D01E019"	"210035804217671680"	"Scholarships"
"RL2013D01E019"	"210042359910641664"	"Stickers on the car"
"RL2013D01E019"	"210045203669725184"	"Partnership Subaru-Puma"
"RL2013D01E019"	"210089877184843776"	"Positive features of a car"
"RL2013D01E019"	"210091714696839168"	"Smartphone application"
"RL2013D01E019"	"210099658322751490"	"Partnership with Toyota"
"RL2013D01E019"	"210138581468057601"	"other topics"
"RL2013D01E019"	"210150552007483392"	"Advertisement"
"RL2013D01E019"	"210218386460909568"	"Wish list"
"RL2013D01E019"	"210224560480587776"	"Partnership with Toyota"
"RL2013D01E019"	"210243892027719680"	"Insurance"
"RL2013D01E019"	"210246379279364097"	"Review of a product"
"RL2013D01E019"	"210252859441299456"	"other topics"
"RL2013D01E019"	"210370656477511681"	"Buying/Selling"
"RL2013D01E019"	"210443855496097792"	"Check-in in a place (dealers)"
"RL2013D01E019"	"210479685442867200"	"Critique of a product"
"RL2013D01E019"	"210481759404560384"	"The official vehicle of Colorado"
"RL2013D01E019"	"210491540534079488"	"Subaru participation in races"
"RL2013D01E019"	"210700282647158784"	"Forums about Subaru"
"RL2013D01E019"	"210705374515437569"	"Help the environment"
"RL2013D01E019"	"210723238081331200"	"Tools/complements for cars"
"RL2013D01E019"	"210736173314867200"	"Forums about Subaru"
"RL2013D01E019"	"210777680117895168"	"Stickers on the car"
"RL2013D01E019"	"210812275790057473"	"Buying/Selling"
"RL2013D01E019"	"210865560177737728"	"other topics"
"RL2013D01E019"	"210869539578187778"	"Review of a product"
"RL2013D01E019"	"210894067863789568"	"Tools/complements for cars"
"RL2013D01E019"	"210924254286458882"	"Advertisement"
"RL2013D01E019"	"210976628577280001"	"other topics"
"RL2013D01E019"	"211041350861336578"	"Review of a product"
"RL2013D01E019"	"211073646993739776"	"Positive features of a car"
"RL2013D01E019"	"211093406355693569"	"Pictures posted in social networks"
"RL2013D01E019"	"211093679010611203"	"Investment in new plants and jobs"
"RL2013D01E019"	"211102477729267712"	"Free services for customers"
"RL2013D01E019"	"211119788523663360"	"Guides/manuals"
"RL2013D01E019"	"211130769240895489"	"Wicked Big Meet event"
"RL2013D01E019"	"211142743974625280"	"Follow Friday to Subaru USA"
"RL2013D01E019"	"211183458704293888"	"Car accident"
"RL2013D01E019"	"211200285463416832"	"Car accident"
"RL2013D01E019"	"211307701739859971"	"Buying/Selling"
"RL2013D01E019"	"211319059923480576"	"other topics"
"RL2013D01E019"	"211375724953747457"	"Car accident"
"RL2013D01E019"	"211409179183816705"	"Car accident"
"RL2013D01E019"	"211497569497518083"	"Relationship with customers"
"RL2013D01E019"	"211591131853619200"	"other topics"
"RL2013D01E019"	"211675928101781504"	"Sales of complements"
"RL2013D01E019"	"211714440201109505"	"other topics"
"RL2013D01E019"	"211835617825406976"	"Auto salon car show"
"RL2013D01E019"	"211963607020339204"	"Tuning"
"RL2013D01E019"	"211967016993685505"	"Positive comments on a Subaru car"
"RL2013D01E019"	"211971110617616384"	"other topics"
"RL2013D01E019"	"212201415676936192"	"Change his/her car"
"RL2013D01E019"	"212219870614523904"	"Sales of complements"
"RL2013D01E019"	"212244486946963456"	"Journalists thrasing new Subaru"
"RL2013D01E019"	"212249583030517761"	"Financing"
"RL2013D01E019"	"212291786117365762"	"Comparison with a different brand"
"RL2013D01E019"	"212339958189522945"	"Sponsorship of sports event"
"RL2013D01E019"	"212355183055872001"	"Advertisement"
"RL2013D01E019"	"212390083838476289"	"Pictures posted in social networks"
"RL2013D01E019"	"212444525891817472"	"Buying/Selling"
"RL2013D01E019"	"212534598566035457"	"Buying/Selling"
"RL2013D01E019"	"212555200999854082"	"Fast and Furious rally driver"
"RL2013D01E019"	"212622074806677506"	"Negative comments"
"RL2013D01E019"	"212626880807972864"	"Smartphone application"
"RL2013D01E019"	"212631222780825600"	"Buying/Selling"
"RL2013D01E019"	"212634355892355072"	"Buying/Selling"
"RL2013D01E019"	"212644514517614593"	"Negative comments"
"RL2013D01E019"	"212654882824519681"	"Relationship with customers"
"RL2013D01E019"	"212665788023320576"	"Sales of complements"
"RL2013D01E019"	"212683647386533889"	"other topics"
"RL2013D01E019"	"212698943988047874"	"Subaru participation in races"
"RL2013D01E019"	"212729228179939329"	"other topics"
"RL2013D01E019"	"212743244252053504"	"Subaru toys"
"RL2013D01E019"	"212817229018972162"	"Negative comments"
"RL2013D01E019"	"212900464424001536"	"Comparison with a different brand"
"RL2013D01E019"	"212906608164999168"	"Change his/her car"
"RL2013D01E019"	"212907790988083200"	"other topics"
"RL2013D01E019"	"212947483247128576"	"Partnership Subaru-Puma"
"RL2013D01E019"	"213016012407320578"	"Buying/Selling"
"RL2013D01E019"	"213028142347071488"	"Relationship with customers"
"RL2013D01E019"	"213057775109017601"	"Buying/Selling"
"RL2013D01E019"	"213074636177543171"	"Change his/her car"
"RL2013D01E019"	"213327275905654784"	"Sales of complements"
"RL2013D01E019"	"213378052166656000"	"Subaru participation in races"
"RL2013D01E019"	"213379461423431680"	"Buying/Selling"
"RL2013D01E019"	"213379637596794881"	"Wish list"
"RL2013D01E019"	"213383085318873088"	"Comparison with a different brand"
"RL2013D01E019"	"213431940102098944"	"other topics"
"RL2013D01E019"	"213457710375645184"	"Pictures posted in social networks"
"RL2013D01E019"	"213473195758600192"	"other topics"
"RL2013D01E019"	"213482997826060288"	"other topics"
"RL2013D01E019"	"213524534035365888"	"other topics"
"RL2013D01E019"	"213535095267655681"	"Buying/Selling"
"RL2013D01E019"	"213597384041705472"	"other topics"
"RL2013D01E019"	"213649343905923072"	"Subaru participation in races"
"RL2013D01E019"	"213649952088403968"	"Positive comments on a Subaru car"
"RL2013D01E019"	"213965015621976064"	"Sales of complements"
"RL2013D01E019"	"214017142734069760"	"other topics"
"RL2013D01E019"	"214085488624140288"	"other topics"
"RL2013D01E019"	"214219047850614784"	"Subaru on magazines"
"RL2013D01E019"	"214253973828419585"	"Cars related to lesbians"
"RL2013D01E019"	"214751489569193985"	"Stickers on the car"
"RL2013D01E019"	"214798251872894976"	"Videos uploaded"
"RL2013D01E019"	"214854451347980288"	"Buying/Selling"
"RL2013D01E019"	"214859354480979969"	"Buying/Selling"
"RL2013D01E019"	"214945333510287361"	"Buying/Selling"
"RL2013D01E019"	"214976114056101888"	"Positive comments on a Subaru car"
"RL2013D01E019"	"215021648879951872"	"Wish list"
"RL2013D01E019"	"215035838227165185"	"Comparison with a different brand"
"RL2013D01E019"	"215044239430664192"	"Review of a product"
"RL2013D01E019"	"215114917622202368"	"other topics"
"RL2013D01E019"	"215143258530123778"	"Review of a product"
"RL2013D01E019"	"215143883493998592"	"Fast selling"
"RL2013D01E019"	"215144932057415680"	"other topics"
"RL2013D01E019"	"215159598997450754"	"Advertisement"
"RL2013D01E019"	"215168021709324288"	"other topics"
"RL2013D01E019"	"215184885730656256"	"Pictures posted in social networks"
"RL2013D01E019"	"215200380756303873"	"Positive comments on a Subaru car"
"RL2013D01E019"	"215222732223299586"	"other topics"
"RL2013D01E019"	"215306907714457600"	"Stickers on the car"
"RL2013D01E019"	"215331125592203265"	"Forums about Subaru"
"RL2013D01E019"	"215500344698998784"	"Pictures posted in social networks"
"RL2013D01E019"	"215549434921091072"	"Fast selling"
"RL2013D01E019"	"215553872519897088"	"Sales of complements"
"RL2013D01E019"	"215575515136925696"	"Sponsorship of sports event"
"RL2013D01E019"	"215620008296980480"	"Pictures posted in social networks"
"RL2013D01E019"	"215645828717625345"	"Products related with a certain social group"
"RL2013D01E019"	"215657291469434880"	"Fast selling"
"RL2013D01E019"	"215701289735176193"	"Buying/Selling"
"RL2013D01E019"	"215815643226845185"	"other topics"
"RL2013D01E019"	"215871901405429762"	"other topics"
"RL2013D01E019"	"215881926857338882"	"Partnership with Toyota"
"RL2013D01E019"	"215906865131962369"	"Buying/Selling"
"RL2013D01E019"	"215912686846885888"	"Fast selling"
"RL2013D01E019"	"215948401311891457"	"Guides/manuals"
"RL2013D01E019"	"215981389550592000"	"Positive comments on a Subaru car"
"RL2013D01E019"	"215982589087989760"	"Videos uploaded"
"RL2013D01E019"	"216037689676402688"	"Stickers on the car"
"RL2013D01E019"	"216042229079343104"	"Product offered as a prize"
"RL2013D01E019"	"216154597520179200"	"Pictures posted in social networks"
"RL2013D01E019"	"216269186282946560"	"Sponsorship of sports event"
"RL2013D01E019"	"216278635651399681"	"Products related with a certain social group"
"RL2013D01E019"	"216314324992528385"	"Subaru BRZ Conquers Japan's Greatest Driving Roads"
"RL2013D01E019"	"216319320396013568"	"Comparison with a different brand"
"RL2013D01E019"	"216548404904468480"	"Testing a car by an anonimous"
"RL2013D01E019"	"216591673814286336"	"Concern with the environment"
"RL2013D01E019"	"216595540513796098"	"Relationship with customers"
"RL2013D01E019"	"216600007447547904"	"Sales of complements"
"RL2013D01E019"	"216700389704204288"	"Subaru and speed"
"RL2013D01E019"	"216762071159803904"	"Buying/Selling"
"RL2013D01E019"	"216844535353982976"	"other topics"
"RL2013D01E019"	"216857458004602880"	"Comparison with a different brand"
"RL2013D01E019"	"216862776377868288"	"Negative comments"
"RL2013D01E019"	"216934910013878273"	"other topics"
"RL2013D01E019"	"216971962503794689"	"Wish list"
"RL2013D01E019"	"217019525902770176"	"Pictures posted in social networks"
"RL2013D01E019"	"217037053903384576"	"other topics"
"RL2013D01E019"	"217096315224592386"	"Review of a new product"
"RL2013D01E019"	"217151214452883457"	"other topics"
"RL2013D01E019"	"217277559497433088"	"Videos uploaded"
"RL2013D01E019"	"217278545167261698"	"Wish list"
"RL2013D01E019"	"217286124262010881"	"Pictures posted in social networks"
"RL2013D01E019"	"217286443016523777"	"Stickers on the car"
"RL2013D01E019"	"217291343872000000"	"Review of a new product"
"RL2013D01E019"	"217348954919145472"	"Buying/Selling"
"RL2013D01E019"	"217357557470208001"	"Subaru participation in races"
"RL2013D01E019"	"217368093536686080"	"Fast selling"
"RL2013D01E019"	"217397415911751680"	"Negative comments"
"RL2013D01E019"	"217417003340804096"	"Stickers on the car"
"RL2013D01E019"	"217485580207009792"	"other topics"
"RL2013D01E019"	"217529247072395264"	"Subaru participation in races"
"RL2013D01E019"	"217576592392728577"	"Subaru toys"
"RL2013D01E019"	"217585027150651392"	"Car check up"
"RL2013D01E019"	"217641516041113602"	"Guides/manuals"
"RL2013D01E019"	"217651863389085699"	"Tools/complements for cars"
"RL2013D01E019"	"217652681274175490"	"Review of a new product"
"RL2013D01E019"	"217788178256498689"	"other topics"
"RL2013D01E019"	"217818318520856576"	"Buying/Selling"
"RL2013D01E019"	"217859812761944064"	"Review of a product"
"RL2013D01E019"	"217869417831333890"	"Born to race movie"
"RL2013D01E019"	"218011730469597184"	"Forums about Subaru"
"RL2013D01E019"	"218018198065393664"	"Customer satisfaction with his/her new car"
"RL2013D01E019"	"218042361471696896"	"Review of a new product"
"RL2013D01E019"	"218116596454010880"	"Subaru participation in races"
"RL2013D01E019"	"218117833752711168"	"other topics"
"RL2013D01E019"	"218131096162930688"	"Pictures posted in social networks"
"RL2013D01E019"	"218320983080177664"	"Help for the New Beginings Care Centre"
"RL2013D01E019"	"218346599489863680"	"Buying/Selling"
"RL2013D01E019"	"218385484911611904"	"Subaru on The Isle of Man"
"RL2013D01E019"	"218408071238656000"	"Forums about Subaru"
"RL2013D01E019"	"218414538851237888"	"Wish list"
"RL2013D01E019"	"218419072877084673"	"other topics"
"RL2013D01E019"	"218428644295589890"	"Job offer"
"RL2013D01E019"	"218440010846838785"	"Subaru on The Isle of Man"
"RL2013D01E019"	"218496810124193792"	"Pictures posted in social networks"
"RL2013D01E019"	"218529886409723906"	"Subaru and speed"
"RL2013D01E019"	"218586954101563392"	"other topics"
"RL2013D01E019"	"218709952066355201"	"Comparison with a different brand"
"RL2013D01E019"	"218722409140854787"	"other topics"
"RL2013D01E019"	"218733318756245505"	"Subaru fans/owners helping society"
"RL2013D01E019"	"218757528048238592"	"Pictures posted in social networks"
"RL2013D01E019"	"218778151441022976"	"Workers opinions"
"RL2013D01E019"	"218829217083817985"	"other topics"
"RL2013D01E019"	"218851962781839360"	"Product offered as a prize"
"RL2013D01E019"	"218878680506695681"	"Forums about Subaru"
"RL2013D01E019"	"218891838055137280"	"other topics"
"RL2013D01E019"	"218894698557878272"	"Wish list"
"RL2013D01E019"	"218906845266452480"	"Tools/complements for cars"
